Upfront_charges,Interest_rate_spread,credit_type,rate_of_interest,dtir1
0.0,0.0536,0,3.75,33.0
4839.99,0.7617,0,3.625,13.0
2596.45,0.4416556604868295,2,3.99,44.0
795.0,-0.3737,0,2.75,42.0
6155.75,0.551,2,4.25,43.0
4100.52,1.3541,0,3.99,24.0
5986.03,0.6492,2,3.99,25.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.1772,2,3.625,40.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1250.0,0.6574,2,4.25,29.0
2596.45,1.202,0,6.24,39.0
2596.45,0.4416556604868295,0,3.99,56.0
2596.45,0.4416556604868295,3,3.99,25.0
3060.0,1.3601,2,5.25,45.0
1304.55,0.177,2,3.625,42.0
4940.0,0.9243,2,3.625,13.0
2830.31,0.2578,2,3.875,32.0
8602.17,0.9897,3,4.875,44.0
2596.45,0.4416556604868295,2,3.99,46.0
2837.5,1.4098,0,4.875,42.0
7220.75,-0.2056,2,4.25,48.0
4050.0,0.06,2,3.99,9.0
2596.45,-0.8425,0,2.75,37.73293242017198
12980.0,0.7257,0,4.25,21.0
0.0,0.0662,3,3.875,43.0
2596.45,0.4416556604868295,3,3.99,33.0
5750.0,0.2289,0,3.625,12.0
920.0,0.3388,2,3.5,38.0
3293.23,0.6381,3,4.125,37.0
243.85,-0.0679,3,3.625,43.0
14546.0,1.1474,2,4.625,40.0
6000.0,0.3104,0,3.25,48.0
1898.01,1.2641,2,3.99,41.0
4814.0,0.7395,0,3.5,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3210.0,0.3782,2,3.99,30.0
6322.63,0.6081,0,3.375,31.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
1073.65,1.212,2,4.875,22.0
5270.0,0.4629,3,3.99,39.0
2596.45,0.4416556604868295,2,3.99,33.0
1723.47,0.4223,0,3.99,26.0
0.0,0.033,2,3.625,45.0
5243.75,0.3089,2,3.75,46.0
2596.45,0.4416556604868295,0,3.99,36.0
5575.0,0.6433,2,3.5,35.0
3420.0,-0.0223,3,3.625,17.0
2500.0,1.3802,2,4.25,31.0
3250.0,0.1224,3,3.875,22.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2199.52,0.6987,0,3.75,45.0
3750.0,0.9114,0,4.5,42.0
2596.45,0.5714,0,4.5,39.0
2596.45,0.1363,2,3.625,32.0
2306.2,1.3302,2,4.375,37.0
1782.0,0.1124,0,3.875,37.0
2012.4,1.2682,3,5.19,34.0
705.0,0.0763,2,4.15,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,1.5187,3,4.125,37.73293242017198
0.0,0.0453,2,4.625,44.0
0.0,0.5269,3,4.375,47.0
18137.5,-0.112,2,3.99,37.0
5135.6,0.5482,3,4.5,38.0
0.0,0.4362,2,3.25,37.73293242017198
4259.0,0.1224,2,3.99,29.0
0.0,0.1039,3,3.125,37.73293242017198
950.0,0.498,3,4.875,36.0
1250.0,0.8255,3,4.625,32.0
5561.34,0.3406,2,3.875,42.0
2596.45,0.4416556604868295,3,3.99,38.0
2596.45,0.4416556604868295,3,3.99,9.0
15750.5,0.3083,2,3.875,33.0
2596.45,0.4416556604868295,0,3.99,60.0
0.0,-0.1712,0,4.25,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,2,3.99,42.0
1150.0,0.6403,0,4.99,43.0
0.0,0.1669,2,4.625,33.0
1869.31,0.57,3,3.99,11.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,48.0
3018.02,0.8541,2,3.625,51.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1319.88,0.1738,0,3.75,33.0
2596.45,0.4416556604868295,0,3.99,57.0
10076.06,1.404,0,4.875,42.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.1669,0,4.25,44.0
5852.11,1.1478,2,3.99,38.0
4000.0,0.2287,3,3.125,47.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,-0.4369,0,2.975,40.0
0.0,-0.151,0,3.625,40.0
734.4,-0.0734,3,4.375,23.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4147.96,-0.0248,2,4.25,32.0
8317.5,0.609,3,4.625,37.0
7235.0,-0.1062,2,3.875,26.0
7207.92,-0.3223,3,3.125,48.0
3555.17,0.0187,2,3.625,43.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3195.0,0.2865,2,4.56,44.0
1030.0,0.927,0,4.75,45.0
1450.28,0.833,0,3.625,31.0
7437.5,0.4803,3,3.75,40.0
0.0,0.3843,0,4.99,44.0
2596.45,1.072,0,6.24,47.0
1600.0,0.395,2,4.56,20.0
667.8,-0.3379,3,2.925,38.0
1781.25,0.4177,3,3.99,32.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5005.0,0.0346,3,4.5,44.0
5563.75,0.7271,0,3.5,37.0
2596.45,0.4416556604868295,2,3.99,43.0
1150.0,0.4662,0,4.75,20.0
4890.0,0.8925,0,4.25,44.0
3241.0,0.9643,0,4.25,28.0
10000.0,-0.8516,0,2.75,58.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5127.73,1.1166,3,4.375,36.0
3687.34,0.2061,3,3.25,28.0
290.64,0.2823,2,3.875,28.0
2596.45,0.4416556604868295,2,3.99,20.0
2736.01,-0.406,0,2.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,43.0
2596.45,0.4416556604868295,3,3.99,37.0
3968.75,0.5394,2,3.99,11.0
2596.45,0.4416556604868295,0,3.99,40.0
2596.45,0.7125,0,4.99,49.0
2704.72,1.4334,0,4.25,36.0
0.0,0.4133,3,3.99,42.0
2596.45,0.4416556604868295,2,3.99,9.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,-0.4031,2,3.375,37.0
0.0,-0.163,3,3.625,40.0
5383.5,0.4488,3,3.99,38.0
1860.0,0.47,0,4.56,46.0
0.0,0.8422,2,4.625,46.0
3150.0,0.9336,2,5.125,25.0
0.0,0.2154,3,4.5,31.0
5810.0,0.3282,2,3.99,45.0
1795.2,0.389,3,3.875,36.0
2255.0,0.2587,3,4.5,42.0
1226.95,0.4717,0,3.99,58.0
2150.0,1.104,0,4.625,42.0
4363.15,0.5245,0,3.875,41.0
7277.0,0.1927,2,4.25,28.0
1373.7,0.4618,3,4.125,27.0
2596.45,1.2941,2,4.875,27.0
3305.55,0.206,3,4.5,51.0
618.98,-0.3569,3,3.99,47.0
11740.16,0.6424,2,3.75,35.0
3793.41,0.5419,0,3.5,47.0
6375.0,0.3679,3,3.75,40.0
7323.18,-0.1302,2,3.375,47.0
987.0,0.4302,3,3.99,45.0
5423.14,0.7795,0,4.5,31.0
6127.2,0.6328,0,4.875,48.0
96.21,-0.0647,2,3.625,49.0
2278.54,0.8637,2,3.625,56.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5050.0,0.1102,2,3.5,22.0
3219.93,1.3808,0,4.25,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3287.1,1.1499,0,4.375,22.0
5237.0,0.1341,2,3.625,38.0
2650.0,1.3781,2,5.625,19.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2482.69,1.5478,3,4.5,46.0
0.0,0.3282,0,4.5,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2010.78,0.1132,2,3.75,36.0
5000.0,0.1656,3,3.875,34.0
1690.4,-0.1853,3,4.25,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3750.0,0.1906,0,3.75,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5450.0,1.1152,3,4.25,40.0
2596.45,0.4416556604868295,0,3.99,9.0
7762.5,0.8328,2,5.25,43.0
2003.26,0.992,0,3.99,61.0
15863.75,0.4964,0,3.625,34.0
2231.83,1.3082,0,4.99,57.0
1820.21,1.5453,3,4.375,37.0
7100.0,0.1751,2,3.375,41.0
0.0,0.1973,2,3.375,28.0
2701.38,0.6966,2,4.875,30.0
2596.45,0.4416556604868295,0,3.99,36.0
2975.15,0.4702,3,4.0,44.0
2961.56,0.8509,3,4.25,36.0
2596.45,0.4416556604868295,2,3.99,43.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1071.48,-0.3777,3,3.375,49.0
2590.0,1.2991,0,4.75,21.0
2596.45,0.4416556604868295,3,3.99,43.0
3668.71,1.0965,0,3.5,25.0
0.0,1.3147,0,4.75,43.0
2596.45,0.4416556604868295,2,3.99,48.0
3535.16,0.7752,2,3.5,20.0
5157.14,1.3932,3,4.875,39.0
2596.45,0.4416556604868295,3,3.99,12.0
5320.0,0.1383,3,3.5,33.0
4761.44,1.042,0,4.25,31.0
2596.45,0.948,3,3.5,30.0
1150.0,0.4269,3,4.75,38.0
4871.25,0.0242,3,3.875,37.0
2680.0,0.4135,2,4.625,49.0
2578.13,0.2606,3,3.875,43.0
0.0,0.337,0,4.125,36.0
0.0,-0.0096,3,3.625,38.0
5299.84,1.4812,0,4.99,37.0
0.0,-0.343,3,3.375,37.73293242017198
5032.5,0.3847,3,2.99,53.0
2596.45,0.4416556604868295,3,3.99,28.0
2596.45,0.4416556604868295,2,3.99,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3242.3,0.8058,0,3.75,61.0
0.0,-0.429,2,3.875,32.0
5463.0,0.2953,0,3.75,41.0
506.9,0.5175,3,3.625,31.0
1160.62,-0.0093,3,2.99,37.0
0.0,0.327,3,4.125,40.0
6919.63,0.2916,2,4.125,24.0
2596.45,0.4416556604868295,2,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,1.1854,3,4.75,42.0
10001.2,0.8572,3,4.75,48.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
250.0,0.3631,2,4.5,45.0
4543.75,1.3134,0,3.99,13.0
1225.58,-0.0056,0,3.125,33.0
0.0,-0.023,3,3.625,43.0
3087.08,-0.6659,0,2.875,37.73293242017198
4550.96,-0.0325,2,3.625,29.0
602.98,-0.1596,3,3.0,49.0
3480.82,0.497,3,4.5,48.0
883.15,0.7809,2,3.375,37.73293242017198
2071.8,0.3283,2,4.625,42.0
295.0,-0.1251,0,3.5,13.0
2596.45,0.4416556604868295,2,3.99,14.0
9056.44,0.305,3,3.125,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.6518,2,5.125,44.0
2596.45,0.4416556604868295,0,3.99,54.0
5538.08,0.1991,2,3.25,24.0
2596.45,0.4416556604868295,3,3.99,15.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,0,3.99,37.0
2596.45,0.4416556604868295,2,3.99,54.0
1650.0,0.784,0,4.25,28.0
2596.45,0.4416556604868295,2,3.99,13.0
887.39,1.3298,2,4.5,29.0
4900.0,0.2047,0,4.56,46.0
0.0,0.5646,3,3.625,37.73293242017198
1507.0,1.6287,2,4.375,23.0
0.0,-0.028,0,3.69,33.0
1672.44,0.6019,2,3.99,42.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5378.44,-0.6616,0,2.75,37.73293242017198
2289.5,1.1123,0,4.5,32.0
2596.45,1.0754,0,3.875,36.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6100.0,0.0847,2,4.375,39.0
2596.45,0.4416556604868295,0,3.99,41.0
1694.0,0.087,2,3.75,5.0
4662.5,1.3494,2,4.875,44.0
859.74,0.1926,2,3.625,48.0
0.0,0.3733,3,4.25,42.0
0.0,-0.3015,2,4.0,43.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3360.0,0.6764,3,3.75,56.0
3000.8,0.2689,3,4.75,43.0
1250.0,0.3901,3,3.5,33.0
13570.0,-0.078,2,3.99,36.0
2199.04,0.5296,3,4.5,30.0
2800.0,0.7162,3,4.75,16.0
5542.71,0.0055,3,3.99,50.0
7506.25,1.2117,3,4.99,37.0
7000.0,0.5543,3,3.99,36.0
1390.0,0.7322,2,4.5,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2630.0,1.3906,3,4.99,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
4509.27,0.0633,0,4.56,28.0
0.0,-0.0219,0,3.75,37.0
2178.91,0.9454,2,3.875,30.0
2596.45,0.4416556604868295,3,3.99,9.0
1552.0,0.8179,3,3.625,45.0
4285.11,1.3473,0,3.99,27.0
7795.0,0.1639,3,3.75,36.0
7275.0,0.8751,0,4.375,35.0
3456.25,0.6808,2,4.75,20.0
7095.63,0.4809,3,4.56,44.0
2596.45,0.4416556604868295,0,3.99,30.0
1250.0,1.0639,3,4.625,40.0
3375.0,0.2755,0,3.875,57.0
3166.62,-0.8001,2,2.99,37.73293242017198
3212.5,1.0054,2,4.25,43.0
3312.5,1.4748,2,4.625,25.0
4515.82,0.1036,0,3.625,35.0
0.0,-0.2705,2,3.25,34.0
0.0,0.6906,2,4.125,46.0
125.0,0.329,0,3.875,45.0
195.2,-0.6211,3,3.125,37.73293242017198
13617.5,-0.0634,0,3.25,39.0
2546.0,-0.2653,2,3.25,41.0
394.65,-0.2231,3,3.375,44.0
1821.69,-0.2283,0,3.375,28.0
2596.45,0.4416556604868295,2,3.99,41.0
2596.45,0.4416556604868295,3,3.99,44.0
2139.65,-0.0106,0,3.69,38.0
0.0,0.1072,3,3.625,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.6464,0,3.75,39.0
8600.0,0.5741,0,3.5,7.0
2250.0,-0.046,3,3.125,39.0
3599.38,0.9518,2,3.99,37.0
5302.7,0.5325,0,3.99,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.5166,2,4.375,42.0
6420.0,1.3921,0,4.99,37.0
2596.45,0.4821,3,4.125,46.0
7557.31,-0.4967,0,2.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,41.0
2660.32,0.3384,3,3.875,30.0
1962.53,0.4594,0,3.99,37.0
9624.07,0.1133,0,3.625,49.0
7461.48,0.2614,2,3.75,45.0
900.0,0.4248,3,4.875,33.0
0.0,0.4207,0,3.625,31.0
0.0,0.0903,2,4.25,38.0
0.0,1.0048,3,4.25,41.0
2596.45,0.4416556604868295,3,3.99,7.0
8050.0,0.5998,2,3.99,39.0
2596.45,0.4416556604868295,2,3.99,8.0
8180.46,0.0773,3,3.375,23.0
66.46,0.1198,3,4.5,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1275.74,0.7883,2,4.875,31.0
2596.45,0.4416556604868295,3,3.99,36.0
3945.0,0.2784,0,4.525,31.0
2596.45,0.2228,3,3.75,49.0
0.0,0.9702,3,4.375,49.0
0.0,1.212,3,5.5,42.0
0.0,0.142,0,4.0,30.0
535.92,0.6625,2,4.375,36.0
2596.45,0.4416556604868295,2,3.99,31.0
2596.45,0.4416556604868295,2,3.99,13.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3337.5,0.479,3,4.56,30.0
7442.0,-0.1845,3,3.25,41.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
3850.0,1.4994,2,5.25,46.0
2596.45,0.4416556604868295,3,3.99,53.0
2700.66,1.1594,3,4.75,28.0
2665.31,0.4426,2,3.875,45.0
0.0,-0.104,3,3.875,37.73293242017198
1398.59,0.1925,0,3.75,34.0
2596.45,0.4416556604868295,3,3.99,31.0
5525.0,0.4821,0,3.625,22.0
9768.82,0.9816,0,5.125,48.0
295.0,0.306,2,4.375,45.0
5439.25,0.0532,2,3.625,49.0
2596.45,0.4416556604868295,3,3.99,61.0
2596.45,0.4416556604868295,3,3.99,39.0
1625.53,0.4597,2,4.5,27.0
7245.0,0.593,2,4.25,45.0
0.0,1.2954,3,5.25,42.0
2902.89,0.1074,2,3.625,25.0
5435.63,0.2485,3,4.125,33.0
9564.64,-0.2778,0,2.99,26.0
1522.7,1.4033,0,4.375,51.0
2596.45,0.4416556604868295,0,3.99,40.0
2596.45,0.4416556604868295,0,3.99,46.0
9637.5,-0.0085,3,3.99,37.0
0.0,-0.3171,2,4.0,47.0
3635.42,0.4861,2,3.99,48.0
3500.0,0.0795,0,3.99,37.0
0.0,0.237,3,3.875,46.0
3136.75,0.6177,3,4.75,45.0
2596.45,0.4416556604868295,2,3.99,49.0
2596.45,0.4416556604868295,2,3.99,40.0
4356.75,0.6298,0,3.99,42.0
2145.0,0.2586,3,3.99,60.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6050.0,1.0775,0,3.99,31.0
2596.45,0.4416556604868295,2,3.99,51.0
5176.14,1.4519,0,4.875,20.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
699.45,0.0056,3,3.625,37.73293242017198
1837.5,0.5552,3,4.5,33.0
777.66,0.4614,3,3.625,21.0
4535.0,0.4423,3,4.125,35.0
2596.45,0.4416556604868295,0,3.99,39.0
2596.45,0.4416556604868295,0,3.99,28.0
4510.84,0.8094,3,3.625,60.0
6382.5,0.3004,2,3.75,25.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.0595,2,4.125,36.0
1409.06,1.0384,2,4.99,13.0
5390.0,0.1165,3,4.125,30.0
0.0,-0.7423,0,3.125,37.73293242017198
6250.0,0.818,0,4.5,43.0
7882.14,0.4141,0,3.75,37.0
4860.0,0.5169,0,3.99,23.0
0.0,-0.1505,3,4.18,30.0
2596.45,0.4416556604868295,3,3.99,47.0
2596.45,0.4416556604868295,3,3.99,8.0
0.0,-0.3488,0,3.375,49.0
2596.45,0.4416556604868295,0,3.99,32.0
0.0,0.1405,0,3.75,39.0
4451.43,-0.0232,2,3.375,47.0
6093.5,0.3184,2,3.99,49.0
7703.77,0.4543,0,3.99,39.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.5477,0,4.5,37.0
0.0,0.3549,3,3.99,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
670.0,0.2031,2,4.5,22.0
1045.0,0.112,0,4.5,39.0
1967.94,-0.7722,3,2.75,37.73293242017198
5608.28,0.4707,3,3.99,30.0
3010.97,0.587,0,4.75,44.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,37.73293242017198
1279.46,1.2389,3,4.5,59.0
1845.0,0.229,3,4.5,40.0
659.25,0.1614,3,3.875,29.0
2596.45,0.4416556604868295,0,3.99,48.0
10340.0,0.4058,2,3.99,24.0
2596.45,0.4416556604868295,0,3.99,31.0
6603.44,0.3165,0,3.99,31.0
2596.45,0.4416556604868295,0,3.99,45.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
99.5,-0.4124,2,3.0,37.0
3620.0,1.0485,3,4.99,41.0
3031.25,1.115,0,3.875,32.0
0.0,-0.3063,0,3.375,24.0
514.5,-0.0122,2,3.69,32.0
2596.45,0.4416556604868295,3,3.99,14.0
2596.45,0.4416556604868295,0,3.99,30.0
4629.93,-0.0232,3,3.625,32.0
6737.17,0.1787,2,3.5,28.0
9744.69,0.0576,3,3.375,41.0
2596.45,0.4416556604868295,2,3.99,34.0
5927.75,0.4618,2,3.875,41.0
2596.45,-0.7384,0,2.99,37.73293242017198
0.0,-0.0267,0,4.5,33.0
2633.13,1.1811,3,4.99,32.0
2596.45,0.4416556604868295,3,3.99,41.0
2338.25,0.3855,3,3.99,46.0
4099.5,0.666,2,4.99,47.0
2596.45,0.4416556604868295,3,3.99,49.0
1084.18,1.0943,0,4.75,44.0
7520.0,0.3065,3,3.875,40.0
10660.0,0.1763,0,4.375,37.0
2596.45,-0.0698,3,3.875,49.0
4338.75,1.3631,0,4.875,27.0
6103.75,0.8931,0,3.75,42.0
0.0,0.519,0,4.99,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
836.09,0.0518,2,3.75,44.0
2529.0,1.166,2,4.99,20.0
2201.19,0.6057,0,4.375,46.0
455.94,0.1361,2,4.625,45.0
2596.45,0.4416556604868295,2,3.99,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
5214.55,1.0083,2,4.75,39.0
5650.0,-0.0714,3,3.25,47.0
5715.0,0.4468,2,3.75,43.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,2,3.99,57.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
13678.63,0.8968,2,3.75,36.0
4013.75,0.6641,2,3.99,34.0
5040.0,-0.0401,0,3.625,41.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
656.84,0.4724,0,4.56,45.0
1250.0,0.8819,0,4.625,44.0
5463.75,0.9556,3,4.375,37.0
6367.88,0.5961,2,4.875,48.0
7250.0,0.2325,0,3.75,39.0
2604.6,-0.0165,2,4.125,36.0
2596.45,0.4416556604868295,0,3.99,43.0
887.02,0.2581,3,4.99,41.0
2596.45,0.4416556604868295,2,3.99,45.0
9042.5,0.3026,3,3.875,22.0
2596.45,0.4416556604868295,0,3.99,46.0
7330.0,0.6018,0,3.99,37.0
0.0,0.1851,3,3.875,28.0
0.0,-0.1786,2,3.25,39.0
3662.5,0.2063,0,4.375,30.0
0.0,0.8418,0,3.75,59.0
428.25,0.3182,2,3.125,61.0
2596.45,0.4416556604868295,0,3.99,33.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,1.18,0,3.99,47.0
1213.5,-0.1495,2,3.5,43.0
7746.88,0.8887,3,3.75,26.0
0.0,-0.5084,2,3.25,37.73293242017198
0.0,0.3169,0,3.5,37.73293242017198
9051.68,0.8632,2,4.25,28.0
2596.45,0.4416556604868295,0,3.99,30.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,2,3.99,46.0
2596.45,0.4416556604868295,2,3.99,38.0
0.0,-0.1049,0,3.49,49.0
2596.45,0.4416556604868295,2,3.99,50.0
0.0,0.4634,2,3.375,54.0
0.0,0.6654,2,3.99,48.0
5048.05,0.8755,2,4.125,35.0
1495.0,0.47,3,4.125,38.0
14308.03,0.0929,2,3.5,42.0
2596.45,0.4416556604868295,3,3.99,28.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2585.0,1.2282,0,4.625,41.0
995.0,0.622,2,5.19,23.0
0.0,0.9631,0,4.99,49.0
4061.41,0.8746,3,5.375,49.0
2596.95,0.9107,0,4.99,31.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,34.0
1655.0,0.901,3,4.625,43.0
0.0,0.7527,2,3.99,37.73293242017198
4616.23,0.5894,0,3.875,32.0
7702.69,0.1155,2,3.69,39.0
0.0,0.1594,3,3.875,36.0
0.0,1.1272,3,5.5,33.0
5861.25,0.3458,2,3.75,31.0
3215.0,1.2387,0,4.5,39.0
0.0,0.0577,0,3.75,26.0
2596.45,0.301,3,3.99,42.0
0.0,0.38,2,3.875,15.0
2596.45,0.4416556604868295,0,3.99,55.0
4166.0,0.3468,0,4.375,44.0
0.0,1.1989,2,4.125,37.73293242017198
2596.45,0.4416556604868295,0,3.99,44.0
3706.85,1.07,3,3.99,40.0
0.0,1.021,3,5.5,33.0
2596.45,0.4416556604868295,3,3.99,43.0
4736.04,0.4582,3,4.25,29.0
6095.94,0.2522,0,3.375,24.0
397.35,0.0234,3,4.25,25.0
0.0,0.6883,3,3.5,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.4069,0,3.5,37.73293242017198
1494.61,1.7816,3,4.125,28.0
2596.45,0.2411,0,4.125,41.0
3203.84,1.5205,3,3.5,8.0
0.0,1.2251,0,4.99,47.0
0.0,-0.038,3,3.75,28.0
3255.15,1.2572,0,4.625,55.0
1724.84,0.5779,2,4.99,42.0
265.87,0.048,0,4.125,38.0
0.0,0.4846,3,4.25,46.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
1397.27,0.8377,2,4.875,36.0
1050.0,-0.035,3,3.125,39.0
4446.33,-0.1556,2,3.625,36.0
5446.88,0.2783,3,4.5,38.0
3777.0,1.0997,3,4.375,46.0
2596.45,0.4416556604868295,0,3.99,50.0
2795.0,0.236,3,3.5,38.0
850.36,0.3997,0,3.875,43.0
2596.45,0.4416556604868295,0,3.99,60.0
7935.0,0.4986,2,3.99,48.0
5849.1,0.7111,0,4.75,48.0
3673.6,0.5917,2,4.875,61.0
4707.62,0.4723,3,4.125,31.0
0.0,0.112,0,4.5,48.0
7150.0,-0.2367,3,3.375,37.0
5428.84,0.9222,3,3.99,31.0
0.0,0.596,3,3.5,37.0
343.66,1.5693,2,4.75,60.0
4988.68,0.352,3,3.75,48.0
5050.0,0.3519,0,3.625,42.0
2735.0,0.1729,2,3.875,10.0
1250.0,0.7149,3,3.99,42.0
4831.18,0.6359,3,3.99,48.0
935.5,0.9254,0,3.375,51.0
0.0,0.054,3,4.5,49.0
8863.75,0.0406,2,3.5,55.0
2207.18,1.061,0,3.99,37.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2805.6,0.4843,2,3.99,40.0
6693.75,0.4813,0,4.125,50.0
2619.98,-0.5479,0,3.125,37.73293242017198
2596.45,0.4416556604868295,0,3.99,43.0
2596.45,0.4416556604868295,3,3.99,38.0
0.0,1.4093,0,4.75,38.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
6349.33,0.7252,2,4.125,43.0
3203.34,0.5006,2,3.375,31.0
4092.46,0.5036,2,3.375,51.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.9134,3,4.99,37.0
1476.9,0.0007,3,3.625,30.0
136.41,0.3706,3,4.75,48.0
2596.45,0.4416556604868295,0,3.99,37.73293242017198
2596.45,0.4416556604868295,3,3.99,38.0
3850.0,0.8424,3,4.56,39.0
510.73,-0.0355,3,4.5,30.0
1511.41,1.0843,3,3.625,49.0
0.0,0.3019,3,3.875,44.0
4500.0,-0.1646,3,3.375,18.0
2330.0,0.4076,2,3.99,55.0
3345.0,-0.2542,0,3.375,49.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,-0.0114,3,3.625,29.0
3781.25,-0.1797,0,3.5,54.0
3490.0,0.6071,0,4.375,40.0
4452.38,-0.0067,3,3.5,42.0
8054.84,0.6828,2,3.875,56.0
1825.0,0.128,3,4.5,8.0
5921.0,0.1861,3,3.875,34.0
3514.05,0.4642,0,3.75,45.0
2596.45,0.4416556604868295,0,3.99,33.0
1775.0,0.9099,0,4.5,42.0
529.75,0.6242,3,4.125,61.0
1218.75,0.3007,3,4.625,42.0
2596.45,0.4416556604868295,3,3.99,22.0
2596.45,0.4416556604868295,2,3.99,11.0
2596.45,0.4416556604868295,1,3.99,37.73293242017198
0.0,0.402,2,3.99,19.0
2352.19,1.2495,2,3.99,46.0
2675.0,1.03,2,4.5,32.0
2596.45,0.4416556604868295,2,3.99,32.0
3948.8,0.6678,3,3.99,26.0
3450.6,0.4206,0,3.875,47.0
2596.45,0.4967,2,3.375,27.0
4035.0,1.1538,3,4.25,38.0
0.0,0.033,2,3.875,30.0
0.0,0.0429,0,3.625,30.0
0.0,0.096,3,4.25,39.0
4516.0,0.0636,3,4.5,35.0
